isoform	chrom	strand	length	exons	structuralCategory	associatedGene	associatedTranscript	refLength	refExons	diffToTSS	diffToTTS	subCategory	RTS_stage	AllCanonical	Min_sample_cov	MinCov	MinCovPos	sdCov	FL	nIndels	nIndelsJunc	bite	isoExp	geneExp	ratioExp	FSM_class	coding	ORFlength	CDSlength	CDSstart	CDSend	predit
PB.3903.1	chr2	-	4286	7	full-splice_match	Spc25	NM_001199124	1348	7	4	-2942	no_subtype	FALSE	canonical	5	304	123	138.412427188	42	0	0	FALSE	305.1925	2900.2475	0.105229812283	C	coding	226	678	138	815	Pred_POS
PB.410.1	chr1	-	2792	14	novel_not_in_catalog	Ndufs2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	5	8	443	1262.25948204	252	2	0	FALSE	1812.7175	19751.875	0.0917744517926	B	coding	463	1389	1213	2601	Pred_POS
PB.3903.2	chr2	-	1544	7	full-splice_match	Spc25	ENSMUST00000112320	1527	7	-19	2	no_subtype	FALSE	canonical	5	21	325	214.263856028	3	1	0	FALSE	61.265	2900.2475	0.0211240592398	C	coding	226	678	340	1017	Pred_NEG
PB.6490.1	chr7	-	4692	3	full-splice_match	Mrpl17	ENSMUST00000124482	3848	3	94	-938	no_subtype	FALSE	canonical	20	2472	267	367.0	9	3	0	FALSE	13413.5	13413.5	1	A	coding	176	528	25	552	Pred_POS
PB.3903.3	chr2	-	1380	8	full-splice_match	Spc25	XM_006500003	1426	8	43	3	no_subtype	FALSE	canonical	2	12	109	244.918353743	2	1	0	FALSE	2533.79	2900.2475	0.873646128477	C	coding	226	678	177	854	Pred_NEG
PB.159.1	chr1	-	2686	12	full-splice_match	Tmbim1	NM_027154	2309	12	169	-546	no_subtype	FALSE	canonical	12	1204	45	533.730268956	13	3	0	FALSE	8981	8981	1	A	coding	309	927	86	1012	Pred_POS
PB.5448.1	chr5	+	2024	21	full-splice_match	Tbc1d19	NM_144517	2688	21	19	645	no_subtype	FALSE	canonical	24	295	286	285.97902021	19	0	0	FALSE	2941.5975	3901.75	0.753917472929	C	coding	526	1692	1	1692	Pred_POS
PB.5448.2	chr5	+	4479	20	novel_in_catalog	Tbc1d19	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	25	295	285	286.891965729	7	1	0	FALSE	194.675	3901.75	0.0498942782085	C	coding	433	1299	2862	4160	Pred_POS
PB.5448.3	chr5	+	2955	20	novel_in_catalog	Tbc1d19	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	24	295	282	290.494406142	2	4	0	FALSE	48.7	3901.75	0.0124815787788	C	coding	513	1647	3	1649	Pred_NEG
PB.5448.4	chr5	+	3249	21	novel_in_catalog	Tbc1d19	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	25	295	280	296.764216172	2	1	0	FALSE	401.22	3901.75	0.10283078106	C	coding	433	1299	1376	2674	Pred_NEG
PB.5448.5	chr5	+	1932	22	full-splice_match	Tbc1d19	XM_006504065	7599	22	-23	5690	no_subtype	FALSE	canonical	6	19	322	327.717866464	1	0	0	FALSE	149.9775	3901.75	0.0384385211764	C	coding	433	1299	506	1804	Pred_NEG
PB.5448.6	chr5	+	1879	22	novel_not_in_catalog	Tbc1d19	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	7	30	286	326.626698235	1	1	0	FALSE	165.58	3901.75	0.0424373678478	C	coding	433	1299	448	1746	Pred_NEG
PB.814.1	chr10	-	3305	10	full-splice_match	Pip4k2c	NM_054097	3374	10	47	22	no_subtype	FALSE	canonical	9	107	238	31.432467291	3	11	1	FALSE	882.25	882.25	1	A	coding	421	1263	65	1327	Pred_POS
PB.4503.1	chr3	-	2765	8	full-splice_match	Rrnad1	NM_153562	2847	8	60	22	no_subtype	FALSE	canonical	8	37	1290	206.055817681	7	0	0	FALSE	1878.9375	2041.0475	0.920575096856	C	coding	475	1425	170	1594	Pred_POS
PB.452.1	chr1	+	2729	17	novel_not_in_catalog	Parp1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	74	273.868581623	5	5	1	TRUE	1143.2725	8565.2525	0.133477968104	C	coding	621	1863	158	2020	Pred_NEG
PB.1971.1	chr13	+	1546	6	full-splice_match	Dhfr	NM_010049	5290	6	365	3379	no_subtype	FALSE	canonical	8	164	596	63.6788818997	11	1	0	FALSE	1265.5	1265.5	1	A	coding	187	561	112	672	Pred_POS
PB.6684.2	chr8	-	2144	13	full-splice_match	Shcbp1	NM_011369	2132	13	-14	2	no_subtype	FALSE	canonical	5	25	1576	103.556747728	6	0	0	FALSE	2256.88	2284.5	0.987909827096	C	coding	668	2028	2	2029	Pred_POS
PB.6684.1	chr8	-	2610	12	novel_in_catalog	Shcbp1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	5	25	2041	107.284668057	1	2	0	FALSE	27.62	2284.5	0.0120901729044	C	coding	373	1143	1	1143	Pred_NEG
PB.2315.1	chr15	-	2899	4	novel_in_catalog	Slc1a3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	19	2303	356	6212.20822252	39	3	0	FALSE	8070.355	172126.985	0.0468860533402	C	coding	240	720	172	891	Pred_POS
PB.3409.7	chr18	+	2301	19	novel_not_in_catalog	Tcf4	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	23	91	190	1869.69676686	1	4	0	FALSE	396.69	25360.01	0.0156423439896	C	coding	537	1611	506	2116	Pred_POS
PB.3409.6	chr18	+	2428	20	full-splice_match	Tcf4	XM_006525747	7100	20	17	4655	no_subtype	FALSE	canonical	26	202	197	1840.17879566	2	2	0	FALSE	1144.435	25360.01	0.0451275452967	C	coding	670	2010	218	2227	Pred_POS
PB.3409.5	chr18	+	2420	20	full-splice_match	Tcf4	ENSMUST00000114982	3644	20	-60	1284	no_subtype	FALSE	canonical	26	202	229	1852.762532	4	3	0	FALSE	447.615	25360.01	0.017650426794	C	coding	666	1998	250	2247	Pred_POS
PB.3409.4	chr18	+	2680	20	novel_in_catalog	Tcf4	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	27	213	477	1852.0464357	7	0	0	FALSE	336.9175	25360.01	0.0132853851398	C	coding	666	1998	498	2495	Pred_POS
PB.3409.3	chr18	+	2626	19	novel_in_catalog	Tcf4	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	22	99	509	1869.10486597	4	2	0	FALSE	130.8225	25360.01	0.00515861389645	C	coding	642	1926	510	2435	Pred_POS
PB.2643.2	chr16	-	2303	16	novel_in_catalog	Pdxdc1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	non_canonical	18	369	472	109.27488275	1	0	0	FALSE	985.715	4337.7725	0.227239902508	C	coding	495	1641	1	1641	Pred_POS
PB.3409.1	chr18	+	2662	19	full-splice_match	Tcf4	XM_006525753	7330	19	3	4665	no_subtype	FALSE	canonical	22	99	533	1854.74014352	4	3	0	FALSE	312.9625	25360.01	0.0123407877205	C	coding	646	1938	534	2471	Pred_POS
PB.1862.1	chr13	-	1300	10	full-splice_match	Auh	ENSMUST00000021913	1320	10	13	7	no_subtype	FALSE	canonical	15	344	194	101.355808911	2	2	0	FALSE	150.61	412	0.365558252427	C	coding	314	942	8	949	Pred_NEG
PB.1862.2	chr13	-	3040	4	novel_not_in_catalog	Auh	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	7	13	193	188.560335172	1	1	0	FALSE	261.39	412	0.634441747573	C	coding	74	324	1	324	Pred_NEG
PB.2643.3	chr16	-	2837	23	full-splice_match	Pdxdc1	ENSMUST00000115804	2880	23	44	-1	no_subtype	FALSE	non_canonical	17	78	2149	164.06705946	4	0	0	FALSE	811.8275	4337.7725	0.187153083754	C	coding	710	2172	1	2172	Pred_POS
PB.2315.4	chr15	-	4247	10	novel_not_in_catalog	Slc1a3	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	14	822	515	5102.18835403	1	7	0	FALSE	1228.07	172126.985	0.00713467443818	C	coding	529	1587	655	2241	Pred_NEG
PB.2643.5	chr16	-	3062	24	full-splice_match	Pdxdc1	XM_011246053	4246	24	181	1003	no_subtype	FALSE	non_canonical	8	13	2131	169.254246623	1	4	0	FALSE	110.3025	4337.7725	0.0254283736641	C	coding	795	2409	1	2409	Pred_NEG
PB.826.1	chr10	+	4435	26	novel_in_catalog	Pan2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	5	13	2337	111.004504413	3	1	0	FALSE	503.765	2922.9975	0.172345340699	C	coding	1195	3585	267	3851	Pred_NEG
PB.2315.6	chr15	-	5153	9	novel_in_catalog	Slc1a3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	17	2303	2614	4538.41932836	11	4	0	FALSE	710.74	172126.985	0.00412916080532	C	coding	367	1101	2049	3149	Pred_POS
PB.616.1	chr10	-	2031	4	novel_in_catalog	Pald1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	7	63	452	9.11043357914	1	0	0	FALSE	352.4075	1250.25	0.281869626075	C	coding	147	441	162	602	Pred_POS
PB.3042.1	chr17	-	1675	9	full-splice_match	Ppt2	NM_001302394	1683	9	5	3	no_subtype	TRUE	canonical	5	39	79	104.522724802	3	1	0	FALSE	632.98	1280	0.494515625	C	coding	302	993	1	993	Pred_POS
PB.3042.2	chr17	-	1677	9	full-splice_match	Ppt2	NM_001302393	1761	9	77	7	no_subtype	FALSE	canonical	8	55	85	99.684502306	2	1	0	FALSE	647.02	1280	0.505484375	C	coding	302	906	94	999	Pred_POS
PB.616.2	chr10	-	4119	20	full-splice_match	Pald1	XM_006513705	4282	20	153	10	no_subtype	FALSE	canonical	6	16	915	22.4499443206	4	0	0	FALSE	897.8425	1250.25	0.718130373925	C	coding	860	2580	113	2692	Pred_NEG
PB.7698.1	chrX	-	1443	2	full-splice_match	Amer1	NM_175179	8469	2	-13	7039	no_subtype	FALSE	canonical	14	204	196	None	12	1	0	FALSE	929.25	929.25	1	A	coding	386	1155	285	1439	Pred_POS
PB.2872.1	chr17	+	3102	10	full-splice_match	Tagap	NM_145968	3076	10	-36	10	no_subtype	FALSE	canonical	1	1	786	113.38871196	7	3	0	FALSE	1829	1829	1	A	coding	697	2091	251	2341	Pred_NEG
PB.4747.2	chr3	+	2750	8	novel_not_in_catalog	Tspan5	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	5	7	45	167.851124512	3	3	0	FALSE	533.4675	1387.9975	0.384343271512	B	coding	197	591	178	768	Pred_NEG
PB.826.4	chr10	+	4300	26	novel_not_in_catalog	Pan2	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	1474	118.076246553	1	3	1	TRUE	91.725	2922.9975	0.0313804579032	C	coding	1165	3495	227	3721	Pred_NEG
PB.4722.1	chr3	+	3099	7	full-splice_match	Ints12	ENSMUST00000029650	3101	7	-7	9	no_subtype	FALSE	canonical	8	118	954	100.109939566	22	1	0	FALSE	1292.25	1292.25	1	A	coding	461	1536	1	1536	Pred_POS
PB.1630.2	chr12	+	2720	8	novel_in_catalog	Exd2	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	1	1	60	93.5895293289	1	3	0	FALSE	176.8375	1708.75	0.103489392831	C	coding	496	1590	1	1590	Pred_NEG
PB.1630.1	chr12	+	3207	9	full-splice_match	Exd2	NM_133798	3323	9	97	19	no_subtype	FALSE	canonical	13	140	555	55.9195851201	17	0	0	FALSE	1531.9125	1708.75	0.896510607169	C	coding	650	1950	136	2085	Pred_POS
PB.2150.3	chr14	-	1381	11	incomplete-splice_match	Supt16	NM_033618	4491	26	7	3103	internal_fragment	FALSE	canonical	16	115	1037	220.979637071	1	1	0	FALSE	1.79	6236	0.000287042976267	C	coding	433	1377	2	1378	Pred_NEG
PB.2150.2	chr14	-	2001	16	incomplete-splice_match	Supt16	NM_033618	4491	26	-3	2493	internal_fragment	FALSE	canonical	16	115	1047	383.365360981	4	1	0	FALSE	9.12	6236	0.00146247594612	C	coding	636	1995	3	1997	Pred_POS
PB.2150.1	chr14	-	4474	26	full-splice_match	Supt16	NM_033618	4491	26	16	1	no_subtype	FALSE	canonical	11	68	2487	336.576885719	10	1	0	FALSE	6225.09	6236	0.998250481078	C	coding	1047	3213	2	3214	Pred_POS
PB.7430.4	chr9	-	1771	3	novel_in_catalog	Trf	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	10	13932	270	4179.49997009	2	0	0	FALSE	72.4725	156337.2475	0.000463565152636	C	coding	132	396	55	450	Pred_POS
PB.1218.1	chr11	-	2771	12	full-splice_match	Vmp1	NM_029478	2773	12	0	2	no_subtype	FALSE	canonical	10	1133	83	830.832113005	101	0	0	FALSE	458.4025	21067.4975	0.0217587542137	C	coding	406	1218	110	1327	Pred_POS
PB.2237.1	chr14	-	4763	28	full-splice_match	Xpo7	NM_023045	15118	28	60	10295	no_subtype	FALSE	canonical	10	73	996	57.7581163128	6	0	0	FALSE	725	725	1	A	coding	1087	3261	40	3300	Pred_POS
PB.268.5	chr1	+	4710	9	novel_in_catalog	Ccnt2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	15	41	868	129.688087348	1	6	0	FALSE	394.6425	3146.7575	0.125412428508	C	coding	464	1392	1107	2498	Pred_NEG
PB.7370.1	chr9	-	3244	11	full-splice_match	Slc17a5	NM_172773	3241	11	-9	6	no_subtype	FALSE	canonical	10	119	1198	48.7852436706	19	0	0	FALSE	1702.5	1702.5	1	A	coding	495	1572	1	1572	Pred_POS
PB.1332.1	chr11	+	1788	10	novel_in_catalog	Acbd4	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	8	29	231	67.7200118133	2	1	0	FALSE	187.885	675.2475	0.278246124569	B	coding	259	777	474	1250	Pred_NEG
PB.5563.1	chr5	+	2753	12	full-splice_match	Pitpnb	NM_001301644	2796	12	41	2	no_subtype	FALSE	canonical	8	123	127	412.548179005	24	10	1	FALSE	1234.425	12237.7475	0.100870278619	C	coding	198	594	265	858	Pred_POS
PB.56.1	chr1	+	2525	5	incomplete-splice_match	Cnnm3	XM_006496356	4180	8	1652	3	internal_fragment	FALSE	canonical	9	36	477	35.8608421541	1	3	1	FALSE	608.5	608.5	1	A	non_coding	NA	NA	NA	NA	Pred_POS
PB.6110.1	chr6	+	2479	14	full-splice_match	D6Wsu163e	XM_006506217	2454	14	-35	10	no_subtype	FALSE	canonical	4	8	312	186.815416923	1	0	0	FALSE	1023	1023	1	A	coding	552	1656	330	1985	Pred_NEG
PB.326.2	chr1	+	1339	12	incomplete-splice_match	Tpr	ENSMUST00000124973	7430	52	221	5870	internal_fragment	FALSE	canonical	24	209	1298	299.874973947	3	0	0	FALSE	411.945	3377.4975	0.121967521812	B	coding	410	1332	3	1334	Pred_POS
PB.3963.2	chr2	+	4960	36	novel_not_in_catalog	Nup160	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	5	7	2361	162.009258995	1	2	0	FALSE	1843.6325	3019.255	0.610624972054	C	coding	1373	4119	18	4136	Pred_NEG
PB.3963.3	chr2	+	2585	20	novel_in_catalog	Nup160	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	11	141	852	206.605905046	1	2	0	FALSE	121.7	3019.255	0.0403079567642	C	coding	839	2517	13	2529	Pred_POS
PB.3963.1	chr2	+	5593	36	full-splice_match	Nup160	XM_006499968	6573	36	982	-2	no_subtype	FALSE	canonical	9	77	2518	166.463209148	43	0	0	FALSE	1053.9225	3019.255	0.349067071181	C	coding	1402	4206	15	4220	Pred_POS
PB.3992.1	chr2	-	3702	14	full-splice_match	Api5	NM_007466	3702	14	-9	9	no_subtype	FALSE	canonical	9	183	1656	162.157331009	7	1	0	FALSE	5446.4725	6295	0.865206115965	C	coding	504	1512	165	1676	Pred_POS
PB.5832.2	chr6	+	1512	2	novel_in_catalog	Bpgm	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	15	1661	663	None	1	1	0	FALSE	158.8	4644.5	0.0341909785768	C	coding	259	777	63	839	Pred_NEG
PB.5832.1	chr6	+	1631	3	full-splice_match	Bpgm	NM_007563	2068	3	-54	491	no_subtype	FALSE	canonical	9	1421	121	120.0	61	0	0	FALSE	4485.7	4644.5	0.965809021423	C	coding	259	777	182	958	Pred_POS
PB.5284.1	chr4	+	2578	5	incomplete-splice_match	Slc35e2	ENSMUST00000043829	2910	9	973	-641	internal_fragment	FALSE	canonical	12	23	85	34.5108678535	1	1	0	FALSE	532.25	532.25	1	A	coding	172	591	3	593	Pred_POS
PB.5494.1	chr5	+	2980	17	novel_in_catalog	Ythdc1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	19	38	75	191.222383627	3	3	0	FALSE	849.75	849.75	1	A	coding	677	2031	201	2231	Pred_POS
PB.466.2	chr1	-	2685	20	novel_not_in_catalog	Capn2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	124	250.946209376	1	6	1	TRUE	1579.215	2980.25	0.529893465313	C	coding	375	1125	608	1732	Pred_NEG
PB.7350.1	chr9	+	4624	3	full-splice_match	Pygo1	ENSMUST00000038489	7916	3	266	3026	no_subtype	FALSE	canonical	12	45	50	6.48074069841	4	4	0	FALSE	315.5	315.5	1	A	coding	417	1251	2	1252	Pred_POS
PB.7165.1	chr9	+	5139	26	full-splice_match	Nfrkb	NM_172766	5161	26	18	4	no_subtype	FALSE	canonical	7	43	1181	46.432747065	16	1	0	FALSE	971.2075	2029.5	0.478545208179	C	coding	1296	3888	100	3987	Pred_POS
PB.7165.2	chr9	+	5185	26	full-splice_match	Nfrkb	XM_006510218	5228	26	39	4	no_subtype	FALSE	canonical	7	43	1227	49.1121166312	7	0	0	FALSE	915.265	2029.5	0.450980537078	C	coding	1308	3924	110	4033	Pred_POS
PB.7165.3	chr9	+	1024	9	incomplete-splice_match	Nfrkb	NM_172766	5161	26	29	4108	3prime_fragment	FALSE	canonical	7	85	50	32.4653661615	1	0	0	FALSE	143.0275	2029.5	0.0704742547425	C	coding	312	933	89	1021	Pred_POS
PB.5649.7	chr5	-	1888	4	novel_not_in_catalog	Ubc	novel	NA	NA	NA	NA	no_subtype	TRUE	non_canonical	0	0	816	7871.49401321	13	0	0	TRUE	39.0475	265110.0325	0.000147287900167	B	coding	582	1746	62	1807	Pred_NEG
PB.5649.6	chr5	-	1432	3	novel_not_in_catalog	Ubc	novel	NA	NA	NA	NA	no_subtype	TRUE	non_canonical	4	576	803	8124.0	11	0	0	TRUE	2032.42	265110.0325	0.00766632624512	B	coding	430	1290	62	1351	Pred_NEG
PB.2680.1	chr16	-	2371	7	full-splice_match	Klhl6	ENSMUST00000058839	2386	7	21	-6	no_subtype	FALSE	canonical	3	13	300	28.5482048472	5	0	0	FALSE	675.5	675.5	1	A	coding	610	1830	41	1870	Pred_NEG
PB.5649.4	chr5	-	1661	3	novel_not_in_catalog	Ubc	novel	NA	NA	NA	NA	no_subtype	TRUE	canonical	0	0	1197	8412.0	18	0	0	TRUE	161872.215	265110.0325	0.6105850219	B	coding	506	1518	63	1580	Pred_NEG
PB.4437.1	chr3	-	2909	19	full-splice_match	Cog6	NM_026225	2920	19	7	4	no_subtype	TRUE	canonical	12	223	1092	104.70434566	42	1	0	FALSE	2188.755	2315	0.945466522678	C	coding	657	1971	19	1989	Pred_POS
PB.4646.2	chr3	+	2910	3	novel_not_in_catalog	Fam212b	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	1	1	602	346.0	1	6	0	TRUE	7296.8	14281.895	0.510912592482	C	coding	163	489	116	604	Pred_NEG
PB.5649.1	chr5	-	1205	3	novel_not_in_catalog	Ubc	novel	NA	NA	NA	NA	no_subtype	TRUE	non_canonical	1	1	803	8411.49998514	1	0	0	TRUE	202.26	265110.0325	0.000762928502149	B	coding	354	1062	62	1123	Pred_NEG
PB.4437.2	chr3	-	2891	19	novel_not_in_catalog	Cog6	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	10	21	558	140.164189435	1	2	1	FALSE	126.245	2315	0.0545334773218	C	coding	653	1959	19	1977	Pred_POS
PB.1209.2	chr11	-	2793	19	incomplete-splice_match	Brip1	ENSMUST00000044423	6931	20	23	4115	internal_fragment	FALSE	canonical	2	9	1895	10.9087121146	4	0	0	FALSE	118.72	423	0.280661938534	C	coding	900	2697	93	2789	Pred_NEG
PB.1209.1	chr11	-	4458	20	full-splice_match	Brip1	ENSMUST00000044423	6931	20	12	2461	no_subtype	FALSE	canonical	2	9	1906	11.0453610172	3	1	0	FALSE	304.28	423	0.719338061466	C	coding	1174	3522	104	3625	Pred_NEG
PB.7437.1	chr9	+	1301	10	full-splice_match	Mrpl3	NM_053159	1531	10	214	16	no_subtype	FALSE	canonical	11	201	568	115.30394616	2	0	0	FALSE	318.75	318.75	1	A	coding	243	981	3	983	Pred_POS
PB.5649.8	chr5	-	2116	3	novel_not_in_catalog	Ubc	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	816	8412.0	12	0	0	TRUE	36228.79	265110.0325	0.136655673338	B	coding	658	1974	62	2035	Pred_NEG
PB.923.2	chr11	+	2569	14	full-splice_match	Mtif2	NM_001282119	2649	14	82	-2	no_subtype	FALSE	canonical	5	36	9	153.863575937	2	5	0	FALSE	190.9275	1873	0.101936732515	C	coding	727	2196	2	2197	Pred_NEG
PB.5762.3	chr5	+	5601	35	full-splice_match	Pds5b	NM_175310	7308	35	78	1629	no_subtype	FALSE	canonical	18	63	692	86.4291617453	20	7	2	FALSE	1261.8825	1678.7475	0.751680940701	C	coding	1446	4338	69	4406	Pred_POS
PB.923.1	chr11	+	2922	14	full-splice_match	Mtif2	NM_133767	3005	14	74	9	no_subtype	FALSE	canonical	15	126	373	145.722338713	28	2	0	FALSE	1682.0725	1873	0.898063267485	C	coding	727	2181	381	2561	Pred_POS
PB.4323.2	chr2	+	1822	4	novel_not_in_catalog	Gm14420	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	7	49	273	601.60535237	1	1	0	FALSE	852.5225	2075.8775	0.410680543529	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.6135.1	chr6	+	3377	20	incomplete-splice_match	Ptpro	ENSMUST00000167679	6533	26	1767	1389	internal_fragment	TRUE	canonical	8	29	235	152.469669115	2	2	1	FALSE	322.05	581.75	0.55358831113	C	coding	738	2214	1	2214	Pred_POS
PB.1503.1	chr12	+	1413	8	full-splice_match	Rnaseh1	NM_001286865	1457	8	22	22	no_subtype	FALSE	canonical	8	148	571	52.6782687643	4	0	0	FALSE	1078	1078	1	A	coding	285	855	66	920	Pred_POS
PB.6135.2	chr6	+	2707	15	full-splice_match	Ptpro	NM_001164403	4084	15	-28	1405	no_subtype	FALSE	canonical	2	5	155	173.392618067	3	0	0	FALSE	259.7	581.75	0.44641168887	C	coding	377	1131	425	1555	Pred_NEG
PB.5255.2	chr4	+	1693	6	novel_in_catalog	Lzic	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	265	697	130.571819318	4	1	0	FALSE	1337.1975	2712.5	0.492976036866	C	coding	190	570	597	1166	Pred_POS
PB.3619.21	chr19	-	2767	25	novel_in_catalog	Sorbs1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	17	331	347	483.838816136	3	1	0	FALSE	37.2575	14588.7475	0.00255385186425	C	coding	770	2310	179	2488	Pred_NEG
PB.3619.20	chr19	-	2662	24	novel_in_catalog	Sorbs1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	191	1354	518.963389846	3	2	0	FALSE	54.1975	14588.7475	0.003715020772	C	coding	732	2196	188	2383	Pred_POS
PB.3619.23	chr19	-	2496	22	novel_in_catalog	Sorbs1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	20	363	67	478.216478177	3	3	0	FALSE	944.275	14588.7475	0.0647262556296	C	coding	674	2022	196	2217	Pred_POS
PB.3619.22	chr19	-	2814	26	novel_in_catalog	Sorbs1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	17	124	645	497.782080835	2	2	0	FALSE	26.4825	14588.7475	0.00181526892559	C	coding	781	2343	202	2544	Pred_NEG
PB.3619.25	chr19	-	2802	26	novel_in_catalog	Sorbs1	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	17	36	635	510.369474009	1	8	3	FALSE	77.2325	14588.7475	0.00529397743021	C	coding	778	2334	192	2525	Pred_NEG
PB.3619.24	chr19	-	3162	26	novel_in_catalog	Sorbs1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	17	147	984	496.500755286	4	2	0	FALSE	35.87	14588.7475	0.00245874431647	C	coding	894	2682	202	2883	Pred_POS
PB.2513.2	chr15	+	2705	11	full-splice_match	Gtse1	NM_013882	2692	11	-16	3	no_subtype	FALSE	canonical	4	187	224	240.572234474	7	0	0	FALSE	2256.5825	6359.75	0.354822516608	C	coding	741	2223	142	2364	Pred_POS
PB.3619.26	chr19	-	2681	25	novel_in_catalog	Sorbs1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	191	1375	505.477991608	7	0	0	FALSE	72.0225	14588.7475	0.00493685287239	C	coding	742	2226	179	2404	Pred_POS
PB.210.1	chr1	+	2256	8	full-splice_match	Cops7b	XM_006529623	2273	8	11	6	no_subtype	FALSE	canonical	8	10	182	443.752183093	7	5	1	FALSE	1689.75	1689.75	1	A	coding	264	792	419	1210	Pred_POS
PB.3332.1	chr18	-	2603	7	incomplete-splice_match	Diap1	ENSMUST00000115629	5416	26	2809	4	5prime_fragment	FALSE	canonical	10	66	200	9.74679434481	3	3	0	FALSE	439.25	439.25	1	A	coding	286	867	2	868	Pred_POS
PB.1314.1	chr11	-	1860	3	full-splice_match	Dusp3	NM_028207	4204	3	11	2333	no_subtype	FALSE	canonical	15	458	396	285.0	2	1	0	FALSE	710.565	16752.75	0.0424148274164	C	coding	185	555	45	599	Pred_NEG
PB.4700.1	chr3	-	3891	15	novel_in_catalog	Fnbp1l	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	19	103	1699	464.028016396	2	4	0	FALSE	670.5	670.5	1	A	coding	547	1704	1	1704	Pred_POS
PB.5137.9	chr4	+	2957	16	incomplete-splice_match	Pum1	ENSMUST00000097864	4017	22	1038	22	internal_fragment	FALSE	canonical	10	271	307	290.537433044	2	0	0	FALSE	1270.0825	10433.5075	0.121731114872	C	coding	847	2613	1	2613	Pred_POS
PB.5137.8	chr4	+	3264	18	full-splice_match	Pum1	XM_006537049	4668	18	76	1328	no_subtype	FALSE	canonical	9	45	519	309.751513313	2	1	1	FALSE	18.725	10433.5075	0.00179469847508	C	coding	947	2841	88	2928	Pred_POS
PB.5137.7	chr4	+	2472	13	novel_not_in_catalog	Pum1	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	1	1	489	353.203907113	1	3	0	TRUE	237.93	10433.5075	0.0228044116516	C	coding	550	1650	468	2117	Pred_NEG
PB.5137.6	chr4	+	5324	22	full-splice_match	Pum1	XM_006537034	5406	22	78	4	no_subtype	FALSE	canonical	6	37	1343	284.984210089	5	1	0	FALSE	706.9575	10433.5075	0.0677583736821	C	coding	1191	3573	92	3664	Pred_POS
PB.5137.5	chr4	+	5013	20	novel_in_catalog	Pum1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	10	53	512	293.410974573	5	2	0	FALSE	3114.09	10433.5075	0.298470097424	C	coding	1091	3351	3	3353	Pred_POS
PB.5137.4	chr4	+	3034	17	novel_in_catalog	Pum1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	9	45	525	295.502961068	3	0	0	FALSE	296.4275	10433.5075	0.0284111071948	C	coding	866	2598	94	2691	Pred_POS
