isoform	chrom	strand	length	exons	structural_category	associated_gene	associated_transcript	ref_length	ref_exons	diff_to_TSS	diff_to_TTS	subcategory	RTS_stage	all_canonical	min_sample_cov	min_cov	min_cov_pos	sd_cov	FL	n_indels	n_indels_junc	bite	iso_exp	gene_exp	ratio_exp	FSM_class	coding	ORF_length	CDS_length	CDS_start	CDS_end	perc_A_downstream_TTS
PB.2703.1	chr16	-	2680	8	full-splice_match	Tbccd1	XM_006522565	2684	8	4	0	multi-exon	FALSE	canonical	4	64	203	57.0613704707	10	7	0	FALSE	448.59	2508.995	0.178792703852	C	coding	585	1755	148	1902	15.0
PB.2759.1	chr16	+	2008	8	full-splice_match	Rabl3	NM_001042499	2022	8	5	9	multi-exon	FALSE	canonical	4	80	661	29.1204395571	5	1	0	FALSE	1016.01	1051.75	0.966018540528	C	coding	236	708	17	724	40.0
PB.2759.2	chr16	+	1937	7	novel_in_catalog	Rabl3	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	3	8	548	52.0096144958	1	5	0	FALSE	35.74	1051.75	0.0339814594723	C	coding	212	636	15	650	35.0
PB.2824.2	chr16	+	4728	10	full-splice_match	Gabpa	NM_008065	4987	10	253	6	multi-exon	FALSE	canonical	4	11	167	31.0483493925	2	2	0	FALSE	258.485	1291.0	0.200220759101	C	coding	454	1362	194	1555	15.0
PB.2816.1	chr16	+	2797	16	full-splice_match	Gbe1	ENSMUST00000023393	2846	16	40	9	multi-exon	TRUE	canonical	4	24	455	53.0471488395	38	0	0	FALSE	1540.25	1540.25	1.0	A	coding	702	2106	27	2132	35.0
PB.2713.1	chr16	+	2596	11	full-splice_match	Ccdc50	NM_026202	7002	11	99	4307	multi-exon	FALSE	canonical	4	39	748	19.6214168703	1	3	0	FALSE	723.25	723.25	1.0	A	coding	305	915	35	949	40.0
PB.2745.1	chr16	+	1380	1	incomplete-splice_match	Hacd2	NM_023587	3603	7	2220	4	mono-exon	FALSE	canonical	NA	NA	NA	NA	1	3	NA	FALSE	169.5	169.5	1.0	A	non_coding	NA	NA	NA	NA	10.0
PB.2832.1	chr16	-	4316	1	antisense	novelGene_Sod1_AS	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	NA	NA	NA	NA	1	5	NA	FALSE	963.42	963.42	1.0	A	non_coding	NA	NA	NA	NA	55.0
PB.2769.1	chr16	-	1542	4	full-splice_match	Adprh	NM_007414	1583	4	31	10	multi-exon	FALSE	canonical	4	786	130	279.671235561	121	1	0	FALSE	7158.75	7158.75	1.0	A	coding	362	1086	173	1258	25.0
PB.2853.8	chr16	+	3185	28	novel_not_in_catalog	Ttc3	novel	NA	NA	NA	NA	shared_donors_acceptors	FALSE	non_canonical	0	0	892	327.617154618	2	3	0	TRUE	1408.595	20256.5025	0.0695379175156	C	coding	690	2070	1115	3184	70.0
PB.2853.5	chr16	+	5497	36	full-splice_match	Ttc3	XM_006522996	6235	36	-14	752	multi-exon	FALSE	canonical	4	24	1103	293.081899816	22	2	0	FALSE	18.87	20256.5025	0.000931552719923	C	coding	1578	4734	291	5024	30.0
PB.2853.4	chr16	+	3151	28	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	2	2	102	308.807383331	1	1	0	FALSE	21.21	20256.5025	0.00104707118122	C	coding	1012	3036	115	3150	70.0
PB.2853.7	chr16	+	2560	22	full-splice_match	Ttc3	ENSMUST00000152117	2572	22	11	1	multi-exon	FALSE	canonical	4	24	1046	314.596567051	2	1	0	FALSE	143.5275	20256.5025	0.00708550254418	C	coding	775	2325	234	2558	75.0
PB.2853.6	chr16	+	1576	17	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	24	1255	182.422586321	2	0	0	FALSE	1.95	20256.5025	9.62653844117e-05	C	coding	469	1407	170	1576	55.0
PB.2853.1	chr16	+	2805	24	novel_in_catalog	Ttc3	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	4	24	1294	303.107241748	19	0	0	FALSE	56.225	20256.5025	0.00277565191721	C	coding	865	2595	209	2803	70.0
PB.2853.3	chr16	+	2632	23	incomplete-splice_match	Ttc3	XM_006522996	6235	36	-32	3635	3prime_fragment	FALSE	canonical	4	24	1121	309.076042423	34	0	0	FALSE	369.9125	20256.5025	0.0182614200057	C	coding	774	2322	309	2630	70.0
PB.2853.2	chr16	+	1438	16	incomplete-splice_match	Ttc3	ENSMUST00000150346	2180	20	-3	745	3prime_fragment	FALSE	canonical	4	24	1130	190.654137117	2	1	0	FALSE	4.4375	20256.5025	0.000219065458116	C	coding	373	1119	318	1436	60.0
